,name,strikes_taken,percent_strikes_taken,sig_strikes_taken,percent_sig_strikes_taken,times_knocked_down,weight_class,was_kod_tkod
3746,Darren Till,41,0.3228346456692913,28,0.25,0,Welterweight,False
3747,Jessin Ayari,33,0.4583333333333333,31,0.44,1,Welterweight,False
3748,Reza Madadi,69,0.3709677419354839,40,0.28,0,Lightweight,False
3749,Joaquim Silva,69,0.6509433962264151,26,0.41,0,Lightweight,False
3750,Peter Sobotta,23,0.3108108108108108,19,0.27,0,Welterweight,False
3751,Ben Saunders,50,0.49019607843137253,46,0.47,3,Welterweight,True
3752,Marcin Held,19,0.5428571428571428,14,0.46,1,Lightweight,True
3753,Damir Hadzovic,62,0.6019417475728155,31,0.46,0,Lightweight,False
3754,Demian Maia,55,0.6875,39,0.61,0,Welterweight,False
3755,Jorge Masvidal,67,0.7204301075268817,23,0.6,0,Welterweight,False
3756,Krzysztof Jotko,93,0.5138121546961326,39,0.31,0,Middleweight,False
3757,David Branch,49,0.44545454545454544,28,0.32,0,Middleweight,False
3758,Stipe Miocic,12,0.6666666666666666,12,0.66,0,Heavyweight,False
3759,Junior Dos Santos,26,0.4642857142857143,26,0.46,1,Heavyweight,True
3760,Eddie Alvarez,79,0.5266666666666666,73,0.5,0,Lightweight,False
3761,Dustin Poirier,44,0.34375,44,0.34,0,Lightweight,False
3762,Chas Skelly,65,0.5603448275862069,59,0.54,1,Featherweight,True
3763,Jason Knight,37,0.5211267605633803,29,0.46,0,Featherweight,False
3764,Chase Sherman,36,0.43373493975903615,36,0.43,0,Heavyweight,False
3765,Rashad Coulter,107,0.4553191489361702,103,0.44,1,Heavyweight,True
3766,Frankie Edgar,29,0.5087719298245614,16,0.38,0,Featherweight,False
3767,Yair Rodriguez,96,0.7384615384615385,72,0.69,0,Featherweight,True
3768,Joanna Jedrzejczyk,94,0.40869565217391307,83,0.38,0,Women's Strawweight,False
3769,Jessica Andrade,230,0.6442577030812325,225,0.63,0,Women's Strawweight,False
3770,Jessica Aguilar,172,0.4673913043478261,103,0.35,0,Women's Strawweight,False
3771,Cortney Casey,102,0.6623376623376623,57,0.53,0,Women's Strawweight,False
3772,Joachim Christensen,7,0.5833333333333334,2,0.5,0,Light Heavyweight,False
3773,Gadzhimurad Antigulov,1,0.3333333333333333,1,0.33,0,Light Heavyweight,False
3774,James Vick,16,0.38095238095238093,16,0.38,0,Lightweight,False
3775,Marco Polo Reyes,20,0.38461538461538464,20,0.38,1,Lightweight,True
3776,Gabriel Benitez,94,0.44339622641509435,46,0.31,0,Featherweight,False
3777,Enrique Barzola,67,0.39644970414201186,51,0.33,0,Featherweight,False
3778,Thales Leites,50,0.44642857142857145,27,0.3,0,Middleweight,False
3779,Sam Alvey,44,0.5866666666666667,38,0.55,0,Middleweight,False
3780,Dustin Ortiz,34,0.3953488372093023,24,0.32,1,Flyweight,False
3781,Brandon Moreno,31,0.40789473684210525,16,0.26,0,Flyweight,False
3782,Cub Swanson,134,0.46206896551724136,123,0.44,0,Featherweight,False
3783,Artem Lobov,251,0.7296511627906976,209,0.7,0,Featherweight,False
3784,John Dodson,21,0.15217391304347827,21,0.15,0,Bantamweight,False
3785,Eddie Wineland,48,0.46601941747572817,48,0.46,0,Bantamweight,False
3786,Ovince Saint Preux,17,0.37777777777777777,17,0.37,0,Light Heavyweight,False
3787,Marcos Rogerio de Lima,30,0.6,21,0.51,0,Light Heavyweight,False
3788,Al Iaquinta,4,0.26666666666666666,4,0.26,0,Lightweight,False
3789,Diego Sanchez,12,0.631578947368421,12,0.63,2,Lightweight,True
3790,Joe Lauzon,139,0.5864978902953587,109,0.55,0,Lightweight,False
3791,Stevie Ray,65,0.6701030927835051,46,0.6,0,Lightweight,False
3792,Jake Ellenberger,28,0.49122807017543857,26,0.47,2,Welterweight,True
3793,Mike Perry,20,0.45454545454545453,17,0.41,0,Welterweight,False
3794,Hector Sandoval,27,0.5192307692307693,16,0.4,0,Flyweight,False
3795,Matt Schnell,52,0.7428571428571429,32,0.64,0,Flyweight,True
3796,Jessica Penne,76,0.4175824175824176,72,0.4,0,Women's Strawweight,False
3797,Danielle Taylor,71,0.39226519337016574,69,0.38,0,Women's Strawweight,False
3798,Scott Holtzman,140,0.5932203389830508,83,0.48,0,Lightweight,False
3799,Michael McBride,109,0.5505050505050505,104,0.54,1,Lightweight,False
3800,Alexis Davis,100,0.4716981132075472,47,0.32,0,Women's Bantamweight,False
3801,Cindy Dandois,115,0.5989583333333334,51,0.41,0,Women's Bantamweight,False
3802,Bryan Barberena,8,0.34782608695652173,8,0.34,0,Welterweight,False
3803,Joe Proctor,28,0.6222222222222222,28,0.62,1,Welterweight,True
3804,Demetrious Johnson,18,0.10588235294117647,16,0.09,0,Flyweight,False
3805,Wilson Reis,135,0.625,108,0.58,0,Flyweight,False
3806,Louis Smolka,98,0.7205882352941176,57,0.62,0,Flyweight,False
3807,Tim Elliott,47,0.44761904761904764,41,0.42,0,Flyweight,False
3808,Jacare Souza,57,0.5089285714285714,55,0.5,1,Middleweight,True
3809,Robert Whittaker,13,0.325,9,0.25,0,Middleweight,False
3810,Patrick Williams,36,0.7346938775510204,36,0.73,2,Bantamweight,True
3811,Tom Duquesnoy,42,0.525,37,0.5,0,Bantamweight,False
3812,Rose Namajunas,31,0.7045454545454546,22,0.66,0,Women's Strawweight,False
3813,Michelle Waterson,56,0.6511627906976745,47,0.65,1,Women's Strawweight,False
3814,Jeremy Stephens,76,0.6178861788617886,70,0.6,0,Featherweight,False
3815,Renato Moicano,73,0.32589285714285715,56,0.27,0,Featherweight,False
3816,Bobby Green,88,0.43564356435643564,75,0.39,0,Lightweight,False
3817,Rashid Magomedov,104,0.5909090909090909,75,0.52,0,Lightweight,False
3818,Alexander Volkov,40,0.5333333333333333,32,0.47,0,Heavyweight,False
3819,Roy Nelson,125,0.6756756756756757,122,0.67,0,Heavyweight,False
3820,Aljamain Sterling,76,0.5241379310344828,30,0.32,1,Bantamweight,False
3821,Augusto Mendes,162,0.6585365853658537,83,0.51,0,Bantamweight,False
3822,Devin Clark,52,0.5714285714285714,36,0.5,0,Light Heavyweight,False
3823,Jake Collier,159,0.7681159420289855,68,0.64,0,Light Heavyweight,False
3824,Ashlee Evans-Smith,89,0.34765625,71,0.3,0,Women's Bantamweight,False
3825,Ketlen Vieira,100,0.43859649122807015,68,0.35,0,Women's Bantamweight,False
3826,Zak Cummings,23,0.5609756097560976,23,0.56,0,Welterweight,False
3827,Nathan Coy,25,0.3472222222222222,25,0.34,0,Welterweight,False
3828,Anthony Smith,104,0.6887417218543046,63,0.6,0,Middleweight,False
3829,Andrew Sanchez,58,0.5225225225225225,49,0.49,1,Middleweight,True
3830,Kamaru Usman,30,0.2777777777777778,27,0.26,0,Welterweight,False
3831,Sean Strickland,117,0.585,90,0.52,1,Welterweight,False
3832,Chris Weidman,55,0.5555555555555556,49,0.52,0,Middleweight,True
3833,Gegard Mousasi,18,0.5294117647058824,13,0.44,0,Middleweight,False
3834,Myles Jury,2,0.4,0,0.0,0,Featherweight,False
3835,Mike de la Torre,44,0.7096774193548387,36,0.69,0,Featherweight,True
3836,Shane Burgos,86,0.32950191570881227,86,0.32,0,Featherweight,False
3837,Charles Rosa,98,0.5157894736842106,77,0.46,1,Featherweight,True
3838,Will Brooks,3,0.42857142857142855,3,0.42,0,Lightweight,False
3839,Charles Oliveira,8,0.8888888888888888,4,0.8,0,Lightweight,False
3840,Thiago Alves,51,0.36428571428571427,44,0.33,0,Welterweight,False
3841,Patrick Cote,103,0.5659340659340659,79,0.5,2,Welterweight,False
3842,Cynthia Calvillo,43,0.3644067796610169,37,0.33,0,Women's Strawweight,False
3843,Pearl Gonzalez,65,0.34574468085106386,50,0.29,0,Women's Strawweight,False
3844,Gregor Gillespie,4,0.4444444444444444,4,0.44,0,Lightweight,False
3845,Andrew Holbrook,9,0.6923076923076923,8,0.66,1,Lightweight,True
3846,Daniel Cormier,22,0.6111111111111112,22,0.61,0,Light Heavyweight,False
3847,Anthony Johnson,85,0.8762886597938144,36,0.87,0,Light Heavyweight,False
3848,Patrick Cummins,68,0.591304347826087,53,0.53,1,Light Heavyweight,False
3849,Jan Blachowicz,109,0.6728395061728395,73,0.6,0,Light Heavyweight,False
3850,Jenel Lausa,94,0.5696969696969697,51,0.44,0,Flyweight,False
3851,Bibulatov Magomed,31,0.5535714285714286,10,0.32,0,Flyweight,False
3852,Josh Emmett,66,0.4888888888888889,57,0.45,0,Lightweight,False
3853,Desmond Green,43,0.2986111111111111,41,0.28,0,Lightweight,False
3854,Katlyn Chookagian,85,0.3794642857142857,84,0.37,0,Women's Bantamweight,False
3855,Irene Aldana,106,0.38686131386861317,105,0.38,0,Women's Bantamweight,False
3856,Leon Edwards,44,0.6875,24,0.54,0,Welterweight,False
3857,Vicente Luque,77,0.5703703703703704,53,0.51,0,Welterweight,False
3858,Daniel Omielanczuk,102,0.6071428571428571,52,0.5,0,Heavyweight,False
3859,Timothy Johnson,94,0.6911764705882353,54,0.58,0,Heavyweight,False
3860,Darren Stewart,46,0.5609756097560976,28,0.45,0,Light Heavyweight,False
3861,Francimar Barroso,55,0.5392156862745098,31,0.42,0,Light Heavyweight,False
3862,Gunnar Nelson,17,0.5151515151515151,17,0.51,0,Welterweight,False
3863,Alan Jouban,17,0.6071428571428571,8,0.44,0,Welterweight,False
3864,Jimi Manuwa,6,0.2222222222222222,6,0.22,0,Light Heavyweight,False
3865,Corey Anderson,6,0.46153846153846156,6,0.46,1,Light Heavyweight,True
3866,Joe Duffy,34,0.4788732394366197,28,0.44,0,Lightweight,False
3867,Reza Madadi,61,0.3546511627906977,51,0.31,0,Lightweight,False
3868,Arnold Allen,32,0.49230769230769234,17,0.36,0,Featherweight,False
3869,Makwan Amirkhani,75,0.635593220338983,32,0.43,0,Featherweight,False
3870,Brad Pickett,72,0.48322147651006714,67,0.46,1,Catch Weight,True
3871,Marlon Vera,65,0.49242424242424243,51,0.45,0,Catch Weight,False
3872,Brad Scott,86,0.441025641025641,86,0.44,0,Middleweight,False
3873,Scott Askham,74,0.4180790960451977,72,0.41,1,Middleweight,False
3874,Marc Diakiese,1,1.0,1,1.0,0,Lightweight,False
3875,Teemu Packalen,6,0.8571428571428571,6,0.85,1,Lightweight,True
3876,Lina Lansberg,163,0.5884476534296029,99,0.48,0,Women's Bantamweight,False
3877,Lucie Pudilova,96,0.5925925925925926,80,0.55,0,Women's Bantamweight,False
3878,Bethe Correia,153,0.6483050847457628,75,0.56,0,Women's Bantamweight,False
3879,Marion Reneau,68,0.53125,43,0.45,0,Women's Bantamweight,False
3880,Alex Oliveira,34,0.8292682926829268,9,0.75,0,Welterweight,False
3881,Tim Means,18,0.5806451612903226,12,0.5,0,Welterweight,False
3882,Vitor Belfort,26,0.5306122448979592,26,0.53,2,Middleweight,False
3883,Kelvin Gastelum,10,0.35714285714285715,10,0.35,0,Middleweight,False
3884,Edson Barboza,51,0.4214876033057851,51,0.42,0,Lightweight,False
3885,Beneil Dariush,31,0.37349397590361444,30,0.36,1,Lightweight,True
3886,Mauricio Rua,55,0.36423841059602646,55,0.36,0,Light Heavyweight,False
3887,Gian Villante,94,0.5402298850574713,94,0.54,2,Light Heavyweight,True
3888,Francisco Trinaldo,23,0.4423076923076923,15,0.34,0,Lightweight,False
3889,Kevin Lee,30,0.46153846153846156,25,0.42,0,Lightweight,False
3890,Jussier Formiga,53,0.5047619047619047,36,0.4,0,Flyweight,False
3891,Ray Borg,44,0.5714285714285714,30,0.48,0,Flyweight,False
3892,Sergio Moraes,35,0.28688524590163933,35,0.28,0,Welterweight,False
3893,Davi Ramos,39,0.41935483870967744,39,0.41,0,Welterweight,False
3894,Michel Prazeres,1,1.0,1,1.0,0,Lightweight,False
3895,Joshua Burkman,34,0.7555555555555555,24,0.7,0,Lightweight,False
3896,Rani Yahya,98,0.5568181818181818,54,0.47,0,Bantamweight,False
3897,Joe Soto,65,0.29411764705882354,59,0.27,0,Bantamweight,False
3898,Rony Jason,105,0.7342657342657343,46,0.62,0,Featherweight,False
3899,Jeremy Kennedy,95,0.8189655172413793,18,0.5,1,Featherweight,False
3900,Garreth McLellan,23,0.696969696969697,22,0.68,1,Middleweight,True
3901,Paulo Costa,6,0.42857142857142855,6,0.42,0,Middleweight,False
3902,Amanda Cooper,15,0.5172413793103449,13,0.5,0,Women's Strawweight,False
3903,Cynthia Calvillo,8,0.27586206896551724,7,0.25,0,Women's Strawweight,False
3904,Rashad Evans,92,0.42790697674418604,74,0.38,0,Middleweight,False
3905,Daniel Kelly,62,0.41333333333333333,53,0.38,0,Middleweight,False
3906,Iuri Alcantara,134,0.7362637362637363,94,0.7,0,Bantamweight,False
3907,Luke Sanders,27,0.34177215189873417,23,0.3,0,Bantamweight,False
3908,Lando Vannata,95,0.48223350253807107,90,0.46,0,Lightweight,False
3909,David Teymur,79,0.5486111111111112,76,0.53,0,Lightweight,False
3910,Marcin Tybura,59,0.7564102564102564,14,0.56,0,Heavyweight,False
3911,Luis Henrique,144,0.8275862068965517,50,0.75,0,Heavyweight,True
3912,Mirsad Bektic,72,0.6605504587155964,28,0.47,1,Featherweight,True
3913,Darren Elkins,146,0.7448979591836735,60,0.61,0,Featherweight,False
3914,Tyron Woodley,66,0.41509433962264153,53,0.36,0,Welterweight,False
3915,Stephen Thompson,70,0.49645390070921985,54,0.43,1,Welterweight,False
3916,Alistair Overeem,27,0.4576271186440678,21,0.41,0,Heavyweight,False
3917,Mark Hunt,59,0.7763157894736842,55,0.78,1,Heavyweight,True
3918,Albert Morales,73,0.49324324324324326,46,0.39,0,Bantamweight,False
3919,Andre Soukhamthath,79,0.45930232558139533,56,0.42,0,Bantamweight,False
3920,Tyson Pedro,29,0.6170212765957447,12,0.5,0,Light Heavyweight,False
3921,Paul Craig,34,0.7391304347826086,23,0.65,1,Light Heavyweight,True
3922,Mark Godbeer,74,0.4625,51,0.37,0,Heavyweight,False
3923,Daniel Spitz,100,0.5681818181818182,92,0.55,0,Heavyweight,False
3924,Derrick Lewis,23,0.46938775510204084,21,0.44,0,Heavyweight,False
3925,Travis Browne,39,0.5492957746478874,39,0.54,1,Heavyweight,True
3926,Sam Sicilia,60,0.35714285714285715,55,0.33,0,Featherweight,False
3927,Gavin Tucker,10,0.11363636363636363,10,0.11,0,Featherweight,False
3928,Elias Theodorou,11,0.2894736842105263,11,0.28,0,Middleweight,False
3929,Cezar Ferreira,70,0.45161290322580644,38,0.32,0,Middleweight,False
3930,Carla Esparza,62,0.49206349206349204,48,0.43,0,Women's Strawweight,False
3931,Randa Markos,37,0.27007299270072993,32,0.24,0,Women's Strawweight,False
3932,Sara McMann,0,0.0,0,0.0,0,Women's Bantamweight,False
3933,Gina Mazany,7,0.5,7,0.5,0,Women's Bantamweight,False
3934,Nordine Taleb,65,0.3551912568306011,53,0.3,1,Welterweight,False
3935,Santiago Ponzinibbio,57,0.43846153846153846,48,0.39,0,Welterweight,False
3936,Johny Hendricks,43,0.3944954128440367,37,0.35,0,Middleweight,False
3937,Hector Lombard,69,0.44516129032258067,51,0.37,0,Middleweight,False
3938,Paul Felder,21,0.3559322033898305,21,0.35,0,Lightweight,False
3939,Alex Ricci,23,0.323943661971831,23,0.32,1,Lightweight,True
3940,Jack Marshman,32,0.42105263157894735,27,0.38,1,Middleweight,True
3941,Thiago Santos,11,0.21568627450980393,6,0.13,1,Middleweight,False
3942,Gerald Meerschaert,10,0.625,3,0.37,0,Middleweight,False
3943,Ryan Janes,5,0.5555555555555556,3,0.5,0,Middleweight,False
3944,Aiemann Zahabi,73,0.36683417085427134,64,0.33,0,Bantamweight,False
3945,Reginaldo Vieira,45,0.39823008849557523,44,0.39,1,Bantamweight,False
3946,Jacare Souza,8,0.6666666666666666,6,0.6,0,Middleweight,False
3947,Tim Boetsch,15,0.5,7,0.38,0,Middleweight,False
3948,Glover Teixeira,40,0.6060606060606061,21,0.45,0,Light Heavyweight,False
3949,Jared Cannonier,113,0.6312849162011173,24,0.45,0,Light Heavyweight,False
3950,Holly Holm,144,0.6457399103139013,80,0.53,0,Women's Featherweight,False
3951,Germaine de Randamie,122,0.5191489361702127,77,0.42,0,Women's Featherweight,False
3952,Dustin Poirier,83,0.5533333333333333,71,0.52,0,Lightweight,False
3953,Jim Miller,122,0.5020576131687243,97,0.44,0,Lightweight,False
3954,Wilson Reis,69,0.47586206896551725,34,0.32,0,Flyweight,False
3955,Yuta Sasaki,52,0.48598130841121495,34,0.4,0,Flyweight,False
3956,Anderson Silva,118,0.6413043478260869,54,0.53,0,Middleweight,False
3957,Derek Brunson,54,0.6067415730337079,43,0.55,0,Middleweight,False
3958,Randy Brown,135,0.5720338983050848,71,0.46,0,Welterweight,False
3959,Belal Muhammad,65,0.41139240506329117,52,0.35,0,Welterweight,False
3960,Nik Lentz,98,0.7716535433070866,43,0.74,0,Lightweight,False
3961,Islam Makhachev,35,0.5737704918032787,13,0.37,0,Lightweight,False
3962,Rick Glenn,108,0.6545454545454545,50,0.49,0,Featherweight,False
3963,Phillipe Nover,60,0.4878048780487805,52,0.45,0,Featherweight,False
3964,Ryan LaFlare,25,0.44642857142857145,19,0.38,0,Welterweight,False
3965,Roan Carneiro,51,0.4396551724137931,29,0.31,1,Welterweight,False
3966,Jessica Andrade,99,0.45,89,0.42,1,Women's Strawweight,False
3967,Angela Hill,148,0.4327485380116959,131,0.4,0,Women's Strawweight,False
3968,Chas Skelly,65,0.7831325301204819,28,0.65,0,Featherweight,False
3969,Chris Gruetzemacher,29,0.48333333333333334,21,0.4,0,Featherweight,False
3970,Abel Trujillo,29,0.4084507042253521,25,0.37,0,Lightweight,False
3971,James Vick,14,0.3888888888888889,11,0.33,0,Lightweight,False
3972,Anthony Hamilton,17,0.53125,15,0.5,1,Heavyweight,True
3973,Marcel Fortuna,18,0.42857142857142855,14,0.37,0,Heavyweight,False
3974,Adam Milstead,72,0.75,25,0.75,0,Heavyweight,False
3975,Curtis Blaydes,3,0.6,1,1.0,0,Heavyweight,False
3976,Ovince Saint Preux,103,0.5049019607843137,82,0.45,0,Light Heavyweight,False
3977,Volkan Oezdemir,79,0.4114583333333333,76,0.4,0,Light Heavyweight,False
3978,Alexa Grasso,66,0.2619047619047619,60,0.24,0,Women's Strawweight,False
3979,Felice Herrig,88,0.40930232558139534,80,0.38,0,Women's Strawweight,False
3980,Dennis Bermudez,19,0.5135135135135135,17,0.48,1,Featherweight,True
3981,Chan Sung Jung,24,0.631578947368421,20,0.58,0,Featherweight,False
3982,Ricardo Ramos,51,0.49514563106796117,28,0.38,0,Bantamweight,False
3983,Michinori Tanaka,55,0.5555555555555556,45,0.51,1,Bantamweight,False
3984,Tecia Torres,41,0.25949367088607594,37,0.24,0,Women's Strawweight,False
3985,Bec Rawlings,112,0.4827586206896552,81,0.42,0,Women's Strawweight,False
3986,Daniel Jolly,5,0.8333333333333334,3,1.0,1,Light Heavyweight,True
3987,Khalil Rountree Jr.,0,0.0,0,0.0,0,Light Heavyweight,False
3988,Alex Morono,23,0.19491525423728814,23,0.19,1,Welterweight,False
3989,Niko Price,47,0.3533834586466165,45,0.34,1,Welterweight,False
3990,Alex Caceres,46,0.4107142857142857,31,0.32,0,Featherweight,False
3991,Jason Knight,27,0.46551724137931033,27,0.46,0,Featherweight,False
3992,Henrique da Silva,106,0.654320987654321,39,0.58,0,Light Heavyweight,False
3993,Jordan Johnson,30,0.5660377358490566,22,0.51,0,Light Heavyweight,False
3994,Bobby Nash,43,0.5308641975308642,37,0.49,1,Welterweight,True
3995,Li Jingliang,59,0.4645669291338583,39,0.36,1,Welterweight,False
3996,Nate Marquardt,45,0.47368421052631576,36,0.42,0,Middleweight,False
3997,Sam Alvey,52,0.5777777777777777,28,0.43,0,Middleweight,False
3998,Valentina Shevchenko,78,0.7878787878787878,27,0.77,0,Women's Bantamweight,False
3999,Julianna Pena,46,0.9019607843137255,13,0.76,0,Women's Bantamweight,False
4000,Donald Cerrone,58,0.5686274509803921,58,0.56,2,Welterweight,True
4001,Jorge Masvidal,30,0.46153846153846156,30,0.46,0,Welterweight,False
4002,Andrei Arlovski,8,0.5714285714285714,8,0.61,1,Heavyweight,True
4003,Francis Ngannou,3,0.3333333333333333,3,0.33,0,Heavyweight,False
4004,Raphael Assuncao,52,0.3023255813953488,52,0.3,0,Bantamweight,False
4005,Aljamain Sterling,39,0.38613861386138615,39,0.38,0,Bantamweight,False
4006,Eric Spicely,1,0.5,1,0.5,0,Middleweight,False
4007,Alessio Di Chirico,5,0.7142857142857143,1,0.33,0,Middleweight,False
4008,Alexandre Pantoja,44,0.411214953271028,32,0.34,0,Flyweight,False
4009,Eric Shelton,67,0.4962962962962963,37,0.37,0,Flyweight,False
4010,Marcos Rogerio de Lima,5,0.29411764705882354,5,0.29,0,Light Heavyweight,False
4011,Jeremy Kimball,12,0.48,12,0.48,0,Light Heavyweight,True
4012,Jason Gonzalez,8,0.5333333333333333,1,0.16,0,Lightweight,False
4013,JC Cottrell,4,0.2222222222222222,4,0.22,0,Lightweight,False
4014,Frankie Saenz,74,0.5211267605633803,42,0.38,0,Bantamweight,False
4015,Augusto Mendes,49,0.4224137931034483,40,0.37,1,Bantamweight,False
4016,Joe Lauzon,32,0.35555555555555557,23,0.29,0,Lightweight,False
4017,Marcin Held,44,0.5116279069767442,20,0.32,0,Lightweight,False
4018,John Moraga,50,0.3105590062111801,48,0.3,0,Flyweight,False
4019,Sergio Pettis,42,0.32061068702290074,33,0.27,0,Flyweight,False
4020,Anthony Rocco Martin,28,0.5490196078431373,11,0.36,0,Lightweight,False
4021,Alex White,83,0.6974789915966386,20,0.5,0,Lightweight,False
4022,Aleksei Oleinik,18,0.5806451612903226,7,0.36,0,Heavyweight,False
4023,Viktor Pesta,11,0.5789473684210527,7,0.46,0,Heavyweight,False
4024,Devin Powell,114,0.6993865030674846,68,0.61,0,Lightweight,False
4025,Drakkar Klose,44,0.43137254901960786,22,0.27,0,Lightweight,False
4026,Court McGee,67,0.40606060606060607,49,0.35,0,Welterweight,False
4027,Ben Saunders,77,0.39086294416243655,54,0.31,0,Welterweight,False
4028,Yair Rodriguez,7,0.25925925925925924,4,0.18,0,Featherweight,False
4029,BJ Penn,56,0.49557522123893805,55,0.49,1,Featherweight,True
4030,Bojan Mihajlovic,139,0.6984924623115578,41,0.43,1,Light Heavyweight,True
4031,Joachim Christensen,31,0.47692307692307695,22,0.4,0,Light Heavyweight,False
4032,Walt Harris,20,0.31746031746031744,20,0.31,0,Heavyweight,False
4033,Chase Sherman,33,0.44594594594594594,32,0.43,1,Heavyweight,True
4034,Dmitrii Smoliakov,39,0.43333333333333335,19,0.4,0,Heavyweight,True
4035,Cyril Asker,28,0.8,5,0.5,0,Heavyweight,False
4036,Jocelyn Jones-Lybarger,89,0.5741935483870968,48,0.45,0,Women's Strawweight,False
